File_Path,Original_Index_1,Original_Index_2,New_Timestamp,Merged_Dialogue_Start
5t.srt,81,82,"00:09:16,098 --> 00:09:20,227","మేము ఆరవ క్యాబిన్ లో ఉన్నాం, అది ద్వారం గుండా ప్రవేశించాక వరుసలో చివర ఉంటుంది."
5t.srt,83,84,"00:09:20,310 --> 00:09:24,606","అది మన ఆర్థిక స్తోమతకు అనుకూలంగా ఉండే విధంగా ఉంటుంది, నీకు చూడగానే తెలిసిపోతుందిలే."
5t.srt,95,96,"00:10:01,977 --> 00:10:06,607","పురిటి నొప్పులు 20 నిమిషాలకొకసారి వస్తున్నాయి, కాబట్టి బిడ్డ పుట్టడానికి మనకి ఇంకా సమయం ఉంది."
5t.srt,158,159,"00:13:39,862 --> 00:13:45,742","నా కాటేజ్ అక్కడ ఉంది. నేను కాఫీ తాగడానికని బయటకు వచ్చాను, మీ ఇంట్లో అందమైన కాఫీ చూశాను, అది బాగా అని"
5t.srt,179,180,"00:14:54,144 --> 00:14:59,650","ఎందుకంటే, నిజంగానే చెప్తున్నా... ఒకవేళ ఈ పుస్తకాన్ని దొంగ కనుక చదివితే, అది వాడికి చాలా ఉపయోగపడుతుంద"
5t.srt,234,235,"00:19:58,866 --> 00:20:07,583","జంక్సన్ బాక్సులను, ఇతర ప్రమాదకరమైన వస్తువులని తీసేశారు, వాటితో నువ్వేమీ చేసుకోకుండా అన్నమాట."
5t.srt,236,237,"00:20:12,754 --> 00:20:23,348","ఇంకా, కొంతకాలం నీకు ఆహ్లాదకరమైన అంకెలనే చూడాలని ఉంటే, సర్లే."
5t.srt,239,240,"00:20:46,079 --> 00:20:53,587","మనం ఆఫీసు అంతటా హ్యాండ్ బుక్ లోని స్ఫూర్తిదాయకమైన వాఖ్యాలను అంటించాలి, వాటిని చూసి అయినా తనకి స్ఫూర్"
5t.srt,250,251,"00:21:19,655 --> 00:21:27,746","ఇవి మిస్ కొబెల్ ఆదేశాలు. తనకి బాధగా ఏమైనా అనిపిస్తే, మళ్లీ ఆత్మహత్యా ప్రయత్నం చేసుకోకుండా తనని బుజ్జ"
5t.srt,376,377,"00:33:28,634 --> 00:33:35,349","మా డిపార్టుమెంట్ చీఫ్, ఇంకా కొత్తగా చేరిన అమ్మాయి ఏమైపోయారో తెలియడం లేదు, లేదు, నేను కేవలం నీ కోసమే "
5t.srt,392,393,"00:34:16,056 --> 00:34:24,106","- మీరా? అష్ట దరిద్రులైన మీకు మాపై నమ్మకం లేదా? - నాకు ఉంది, కానీ ఎండిఆర్ గురించి మా వాళ్ళు ఏవేవో అను"
5t.srt,403,404,"00:34:50,799 --> 00:34:59,224","- అవును. - అయినా, ఒక మాట మాత్రం చెప్పాలి మీకు, ఆ కథనం ప్రకారం, ఆ లార్వా చివరికి మిమ్మల్ని తినేసి మీ "
5t.srt,415,416,"00:35:33,759 --> 00:35:38,472","వాడు ఓ&డీ వాడు, వాళ్లు విష ప్రాణులతో సమానం, అది నీకు మంచిది కాదు."
5t.srt,432,433,"00:37:38,800 --> 00:37:48,727","బర్ట్ జీ, ఇప్పుడు నేను, ఎండిఆర్ పర్యవేక్షణ నుండి అధికారికంగా నిన్ను విడుదల చేస్తున్నాను."
5t.srt,444,445,"00:38:30,519 --> 00:38:38,652","నాకు తెలుసు, కానీ ఈ చిత్రంలో ఉండేది నిజమే అయితే, వారు సహోద్యుగులుగా ఉన్నప్పుడు కలిశారు. సహోద్యుగులుగ"
5t.srt,448,449,"00:38:55,210 --> 00:38:59,006","- డిలన్! - ఈ పెయింటింగ్ గురించి తెలీదు అన్నాడా, కానీ ఇది వాడి అరలోనే ఉంది."
6t.srt,27,28,"00:05:37,629 --> 00:05:43,218","నా ఉద్దేశం ఏంటంటే, ఓ&డీ వాళ్లు మంచివాళ్ళే, కానీ వాళ్లు..."
6t.srt,69,70,"00:08:59,122 --> 00:09:06,213","అధిక శాతం భాషా పండితులు, అది ల్యాటిన్ పదమైన ""కెమెరా"" నుండి వచ్చిందని అంటారు, అంటే ""ఫోటో తీయడానికి ఉప"
6t.srt,122,123,"00:11:28,480 --> 00:11:37,656","పార్ట్ టైమ్ పని అవతారాలకు పని పరంగా మీ అంత అనుభవం ఉండకపోవచ్చు, అయినా కానీ తమ చర్యలకు వారు బాధ్యత వహి"
6t.srt,145,146,"00:12:48,769 --> 00:12:59,238","నీ మట్టి బుర్రలోకి అది ఎక్కించుకొని, మీ టార్గెట్ ని మీరు చేరుకొనే దాకా, ఎండిఆర్ వారికి హాలులో నడిచే "
6t.srt,171,172,"00:14:14,229 --> 00:14:21,111","ఇంకా, మనం టార్గెట్ ని అందుకొనే దాకా హాల్ వేలలో తిరగడానికి మనకి అనుమతి లేదు, కాబట్టి ఇతర డిపార్టుమెంట"
6t.srt,183,184,"00:15:58,417 --> 00:16:04,631","మార్పు మొదట్లో కష్టంగానే ఉంటుందని నాకు తెలుసు, కానీ ఎండిఆర్ వాళ్లు ఇక్కడికి వచ్చేశారు."
6t.srt,185,186,"00:16:07,676 --> 00:16:14,683","మీరు ఇక్కడికి ఎప్పుడైనా రావచ్చు, అదే విధంగా మీరు కూడా మీరు పని చేసే చోటుకు ఇతర డిపార్టుమెంట్ వాళ్లని"
6t.srt,206,207,"00:17:42,396 --> 00:17:48,944","లేదా, ఈ ఆఫీస్ ఎంత పెద్దదో, లేదా మొత్తం ఎంత మంది ఇక్కడ ఉన్నారో కనిపెట్టవచ్చు."
6t.srt,222,223,"00:18:46,460 --> 00:18:55,719","డిపార్టుమెంట్ చీఫ్ హోదాలో, మార్క్, నేనూ ఆ మేకల డిపార్టుమెంటును సంప్రదించి, వారికి ఏం తెలుసో కనుక్కుం"
6t.srt,320,321,"00:27:25,145 --> 00:27:29,983","...ఏడు వందల ఒకటి, ఏడు వందల రెండు,"
6t.srt,322,323,"00:27:30,609 --> 00:27:36,740","ఏడు వందల నలభై మూడు, ఏడు వందల నలభై ఆరు,"
6t.srt,415,416,"00:33:27,090 --> 00:33:33,805","ఇంకా నాకు అర్థం కాని విషయమేమిటంటే, ఇదంతా నువ్వు ఫోన్ చేసి చెప్పి ఉండవచ్చు కదా."
7t.srt,11,12,"00:01:33,594 --> 00:01:38,098","మీ తలలో ఆ చిప్ ని పెట్టిన వ్యక్తిని నేను, దాన్ని డీయాక్టివేట్ చేయగల ఏకైక వ్యక్తిని కూడా నేనే."
7t.srt,114,115,"00:13:44,658 --> 00:13:52,124","నాతో రా, నిన్న రాత్రి జరిగినదాన్ని అత్యవసర సర్దుబాటు అని అంటాము."
7t.srt,158,159,"00:18:06,837 --> 00:18:13,135","నా శరీరాన్ని కాస్త ముందుకు ఇలా ఒంచి, పాప మెడను మెల్లగా ఇలా పట్టుకోవాలి."
7t.srt,172,173,"00:19:06,313 --> 00:19:14,112","తను టాయిలెట్ లోకి వెళ్లి టాయిలెట్ పేపర్ పై పిండాలనుకుంటుంది, కానీ అవి చుట్టూరా పడిపోతాయి."
7t.srt,185,186,"00:19:52,401 --> 00:19:59,116","నాకు తెలుసు, కానీ కొన్ని రోజుల తర్వాత మళ్లీ పార్కులో తనని కలిశాను, అప్పుడు తను నన్ను అస్సలు గుర్తుపట"
7t.srt,264,265,"00:26:58,869 --> 00:27:04,583","నిన్న రాత్రి, నేను లిఫ్ట్ ఎక్కాక, నేను మిల్చెక్ తో మా ఇంట్లో మేలుకున్నాను."
7t.srt,279,280,"00:27:50,295 --> 00:27:54,132","వీళ్ళు మనల్ని బయట, పని అవతారాలుగా మార్చగలరు కదా, అంటే ఆ పని మనపై మనం కూడా చేసుకోవచ్చు కదా?"
7t.srt,347,348,"00:33:33,180 --> 00:33:40,062","...వచ్చే వారం జరగబోయే ఈగన్ కుటుంబ పార్టీ సమయంలో నిన్ను కలుసుకుంటారు, అప్పుడు మరింతగా నీతో చర్చిస్తార"
7t.srt,355,356,"00:34:45,418 --> 00:34:50,340","ట్రాక్ బాల్ ని ఆన్ చేసి, కోడును టైప్ చేసి, ఆ తర్వాత స్విచ్ నొక్కి, టైప్ చేసి, తిప్పి,"
7t.srt,371,372,"00:35:33,425 --> 00:35:39,765","సోదరసోదరీమణులారా, ఇప్పుడు అందరూ మీ హీరోని ఉద్దేశించి గట్టిగా చప్పట్లు కొట్టండి."
7t.srt,386,387,"00:36:32,150 --> 00:36:39,533","మీరందరూ ఎవరో నాకు తెలీదనుకోండి, కానీ మీతో నిలబడి ఉన్న ఆ వ్యక్తి నాకు తెలుసు."
7t.srt,388,389,"00:36:40,325 --> 00:36:46,081","ఆయన మీతో దాదాపుగా ఏడేళ్లు పని చేశాడు, అవన్నీ ఫలవంతంగానే సాగి ఉంటాయని ఆశిస్తున్నా."
7t.srt,390,391,"00:36:46,164 --> 00:36:51,670","అవి... అవి ఎలా గడిచాయో నాకు తెలీదు, అలాగే నేను, అంటే అతను మీతో ఏం పని చేసేవాడో నాకు తెలీదు,"
7t.srt,395,396,"00:37:06,059 --> 00:37:12,816","మీతో ఇవాళ నేను గడిపేది ఆఖరి రోజే అయినా, మీరందరూ నా మనస్సులో,"
7t.srt,398,399,"00:37:18,947 --> 00:37:25,412","మీరు నాలో ఎంతటి ముద్ర వేశారో ఇక్కడ ఉన్న నాకు తెలియకపోయినా, అది మాత్రం చెరపలేనిదని చెప్పగలను, ఇంకా..."
7t.srt,400,401,"00:37:25,954 --> 00:37:33,587","ఇక్కడ కూర్చొని ఉన్న నాకు మిమ్మల్ని అసలు కలిసినట్టు గానీ, మీ పేర్లు గానీ, మీరు ఎలా ఉంటారని గానీ,"
8t.srt,24,25,"00:07:06,885 --> 00:07:11,807","ఈ త్రైమాసికం అందరం బాగా కష్టపడాల్సి వచ్చింది, నువ్వు అన్నిటినీ బాగానే సద్వినియోగపరుచుకున్నావు."
8t.srt,26,27,"00:07:14,101 --> 00:07:20,774","మిస్టర్ గ్రేనర్ చనిపోయి కియర్ చెంతకి వెళ్లిపోయాడు, వాళ్లిద్దరూ ఇప్పుడు సంతృప్తిగానే ఉంటారనుకుంటా."
8t.srt,55,56,"00:10:39,139 --> 00:10:43,393","- మంచిది. - కానీ మీరు వేడుక చేసుకొనే ముందు, నువ్వు సంరక్షణా కేంద్రానికి వెళ్లాలి."
8t.srt,78,79,"00:12:30,792 --> 00:12:36,965","మార్క్ ఎస్, మీరు త్రైమాసిక కోటాను పూర్తిచేయడంలో భాగంగా మీ మ్యాక్రోడేటా రిఫైన్మెంట్ డిపార్టుమెంటును"
8t.srt,80,81,"00:12:37,049 --> 00:12:43,931","విజయవంతంగా ముందుండి నడిపించారు, ఆ కారణంగా ఈ ప్రత్యేకమైన, మరింత మెరుగైన సంరక్షణా సెషన్ కి మీరు అర్హత "
8t.srt,132,133,"00:18:36,617 --> 00:18:41,830","ఈలోపు, వాఫుల్ పార్టీకి ముందు నేను రకరకాల గుడ్డు వంటకాలను తెప్పించాను."
8t.srt,177,178,"00:23:22,402 --> 00:23:29,243","""నీ ఆయుధానికి నువ్వు పని చెప్పిన ప్రతిసారి, లేదా నీ కలాన్ని కాగితంపై పెట్టిన ప్రతిసారి, నీ భావావేశాల"
8t.srt,208,209,"00:27:34,488 --> 00:27:38,867","గుర్తుంచుకో, నువ్వు ఇంకే డిపార్టుమెంట్ల జోలికి వెళ్లకు, - కేవలం మా ముగ్గురినే. - తెలుసు."
8t.srt,219,220,"00:28:07,229 --> 00:28:11,483","డిలన్ ఎంత సేపు మనకి పని అవతారం ఇస్తాడో తెలీదు, కాబట్టి మన బయటి జీవితాల గురించి తెలుసుకోవాలని పక్కదార"
8t.srt,316,317,"00:41:19,688 --> 00:41:24,401","కానీ, మార్క్, ఇందాక నేను దురుసుగా ప్రవర్తించాను, అందుకు నన్ను క్షమించు."
9t.srt,72,73,"00:07:48,760 --> 00:07:52,848","- నేను... నేను... - సరే, మిత్రులారా, ఆ, సమయం ఆసన్నమవుతోంది,"
9t.srt,96,97,"00:09:38,245 --> 00:09:44,459","ఆ ఫోటోలను, ఇంకా మిమ్మల్ని చూడటం, మీరు చెప్పబోయే ప్రసంగం వినడం, ఇవన్నీ కూడా చాలా పెద్ద ప్రభావాన్నే చూ"
9t.srt,127,128,"00:11:43,662 --> 00:11:48,125","మీ గుండె కొట్టుకొనే వేగం సాధారణ స్థితికి వస్తున్నప్పుడు, - ఒక రచయితకి ఎంత శక్తి..."" - మార్క్."
9t.srt,145,146,"00:14:00,465 --> 00:14:07,890","కానీ పిల్లులు ఆ ఎలుకలను తినేస్తాయి, ఇక మనం, అపర మేధావుల్లా, అందులో పరమార్థం కోసం జీవితాంతం వెతుకుతూన"
9t.srt,148,149,"00:14:14,313 --> 00:14:19,359","అందరమూ, ఆ, ఏడు నిమిషాలు విరామం తీసుకొని, మళ్లీ ఇక్కడికే వద్దాం."
9t.srt,179,180,"00:15:49,449 --> 00:15:56,707","ఇవాళ ఉదయం నేను పాత ఫోటోలను చూస్తూ ఉన్నాను, మన నలుగురం పసిఫిక్ క్రెస్ట్ దారిలో హైక్ చేస్తూ తీసుకొన్న "
9t.srt,189,190,"00:16:29,948 --> 00:16:35,204","ఓహ్. ఆ, ఇందాక నువ్వు నన్ను హత్తుకున్నప్పుడు, హఠాత్తుగా నువ్వు బిగుసుకుపోయావు. ఏమైంది?"
9t.srt,214,215,"00:18:55,177 --> 00:18:59,348","ఈగన్ కుటుంబంలో పెరిగేటప్పుడు మనకి తెలిసే ఒకానొక విషయం ఏంటంటే, సిబ్బంది కూడా కుటుంబంతో సమానమే అన్న వి"
9t.srt,216,217,"00:18:59,431 --> 00:19:02,434","చిన్నప్పుడు, ఆ విషయం నా బుర్రకు అస్సలు అర్థమయ్యేది కాదు, ఎందుకంటే, అదే నిజమైతే"
9t.srt,224,225,"00:19:16,657 --> 00:19:20,744","నా చేత చెప్పించేవాడు, అవి చెప్పేటప్పుడు నాకు అప్పుడప్పుడూ కోపం కూడా వచ్చేది. క్షమించు, నాన్నా."
9t.srt,226,227,"00:19:20,827 --> 00:19:27,292","కాబట్టి ఇప్పుడు అవే సూత్రాలను, లూమన్ లో పని చేసే ప్రతీ ఒక్కరితో పాటు నేను కూడా పాటిస్తున్నాను, అందువ"
9t.srt,292,293,"00:27:22,142 --> 00:27:27,523","మార్క్... అంటే, ఇక్కడ ఉన్నప్పుడు, నువ్వు, లూమన్ ఏం చేస్తుంది, నువ్వు ఏం చేస్తావు అనే వాటిని కొనుగొనే"
9t.srt,304,305,"00:28:05,561 --> 00:28:12,568","తను చనిపోయిన మూడు వారాల తర్వాత, నువ్వు టీచింగ్ నే కొనసాగించాలని చూశావు, కానీ దారుణంగా విఫలమయ్యావు."
9t.srt,353,354,"00:31:58,877 --> 00:32:03,215","""అనేక సంస్కృతులు సెక్స్ ని చీదరించుకుంటాయి, పాపంగా చూస్తాయి, - కానీ నేను మాత్రం దాన్ని..."" - మిసెస్ "
9t.srt,365,366,"00:32:26,905 --> 00:32:30,242","- తను ఎలెనోర్ ని తీసుకొని వెళ్లిపోయిందా? - నేను తనకి పాపని ఇచ్చాను, తను వెళ్లిపోయింది!"
9t.srt,403,404,"00:35:56,406 --> 00:35:59,535","...స్థైర్యం మెరుగవుతుంది, - సరదాగా పని చేసే వీలు లభిస్తుంది."
9t.srt,408,409,"00:36:10,087 --> 00:36:13,924","ఒక సహృదయ, సానుభూతితో కూడిన విప్లవాత్మక మార్పు, అది మనుషులను ఎంతగా..."
9t.srt,418,419,"00:36:41,451 --> 00:36:49,042","నువ్వు తప్పించుకుంటావు, కానీ వాళ్లని మేము ప్రాణాలతో ఉంచుతాం, క్షణక్షణం బాధపడేలా చేస్తాం."
9t.srt,422,423,"00:36:53,297 --> 00:37:01,305","ఆయన, తన జీవితంలో వేర్పాటు పద్ధతికి సంబంధించిన చిప్ ని చూసి ఉండకపోవచ్చు, కానీ, అది అతని సుకుమారమైన, అ"
9t.srt,425,426,"00:37:06,852 --> 00:37:11,607","సోదరసోదరీమణులారా, మన ముఖ్య అతిథి, హెలెనా ఈగన్ కి స్వాగతం పలుకుతున్నాను."
